"status"	"copyright"	"response.docs.web_url"	"response.docs.snippet"	"response.docs.lead_paragraph"	"response.docs.abstract"	"response.docs.print_page"	"response.docs.source"	"response.docs.pub_date"	"response.docs.document_type"	"response.docs.news_desk"	"response.docs.section_name"	"response.docs.subsection_name"	"response.docs.type_of_material"	"response.docs._id"	"response.docs.word_count"	"response.docs.uri"	"response.docs.headline.main"	"response.docs.headline.kicker"	"response.docs.headline.content_kicker"	"response.docs.headline.print_headline"	"response.docs.headline.name"	"response.docs.headline.seo"	"response.docs.headline.sub"	"response.docs.byline.original"	"response.docs.byline.organization"	"response.meta.hits"	"response.meta.offset"	"response.meta.time"
"375"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/09/22/world/americas/nicaragua-migrants-costa-rica.html"	"Tens of thousands are seeking asylum, shelter and work, posing a challenge to the government and society of Nicaragua’s neighbor to the south."	"PEÑAS BLANCAS, Costa Rica — The three men, fearing for their lives, left their homes in western Nicaragua under the cover of night. A taxi drove them south for hours. At a bend in a road, they got out, walked through scrubland and forest in darkness, passed through a gap in a low fence — and emerged in Costa Rica."	"Tens of thousands are seeking asylum, shelter and work, posing a challenge to the government and society of Nicaragua’s neighbor to the south."	"10"	"The New York Times"	"2018-09-22T14:07:37+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/ec58ad62-8694-58d8-9214-0f688d67dcfd"	1429	"nyt://article/ec58ad62-8694-58d8-9214-0f688d67dcfd"	"Nicaraguan Migrants Fleeing Turmoil Test Costa Rica’s Good Will"	NA	NA	"Nicaraguans Fleeing a Crisis Create One for Costa Rica"	NA	NA	NA	"By Kirk Semple"	NA	1459	370	44
"376"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/interactive/2018/12/26/opinion/europe-migrant-crisis-mediterranean-libya.html"	"European countries are relying on a dubious partner to police their borders at sea. Our investigation shows the deadly results."	"European countries are relying on a dubious partner to police their borders at sea. Our investigation shows the deadly results."	"European countries are relying on a dubious partner to police their borders at sea. Our investigation shows the deadly results."	NA	"The New York Times"	"2018-12-26T10:57:21+0000"	"multimedia"	"Opinion"	"Opinion"	NA	"Interactive Feature"	"nyt://interactive/e5b12cd3-7e6f-5bac-bebd-53080f1bc394"	0	"nyt://interactive/e5b12cd3-7e6f-5bac-bebd-53080f1bc394"	"‘It’s an Act of Murder’: How Europe Outsources Suffering as Migrants Drown"	NA	NA	NA	NA	NA	NA	"By Charles Heller, Lorenzo Pezzani, Itamar Mann, Violeta Moreno-Lax, Eyal Weizman, Taylor Adams, Kristin Bye, Adam B. Ellick, Leah Varjacques and Max Strasser"	NA	1459	370	44
"377"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/19/world/europe/greece-refugees-court.html"	"The Council of State ruled that migrants arriving on Greek islands should no longer be held there while their asylum claims were assessed."	"ATHENS — The authorities in Greece were scrambling on Thursday to respond to a top court’s ruling that migrants arriving on Greek islands could travel freely around the country, a decision that could relieve pressure on detention centers but potentially undermine a European Union agreement to manage the flow of refugees."	"The Council of State ruled that migrants arriving on Greek islands should no longer be held there while their asylum claims were assessed."	"5"	"The New York Times"	"2018-04-19T15:01:19+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/64bfff00-ffe9-547f-b37c-4e32150e5171"	488	"nyt://article/64bfff00-ffe9-547f-b37c-4e32150e5171"	"Greek Court Upends Rules Limiting Migrants’ Movements"	NA	NA	"Greek Court Says Migrants Awaiting Asylum Are Free to Move Around the Country"	NA	NA	NA	"By Niki Kitsantonis"	NA	1459	370	44
"378"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/01/09/opinion/abortion-pro-life.html"	"That kind of language allows critics to dismiss me and fellow pro-lifers as single-issue obsessives."	"The struggle in the abortion debate is, in many ways, a struggle over language."	"That kind of language allows critics to dismiss me and fellow pro-lifers as single-issue obsessives."	"23"	"The New York Times"	"2019-01-10T00:38:05+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/e1259286-4c15-50fa-ac50-c5415f385f5d"	889	"nyt://article/e1259286-4c15-50fa-ac50-c5415f385f5d"	"I Am Pro-Life. Don’t Call Me Anti-Abortion."	NA	NA	"The War of Words on Abortion"	NA	NA	NA	"By Charles C. Camosy"	NA	1459	370	44
"379"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/04/us/politics/caravan-conservative-media-immigration.html"	"The coverage tends to play on the fears that hiding among mass groups of immigrants are criminals, vectors of disease and terrorists."	"WASHINGTON — It was the kind of story destined to take a dark turn through the conservative news media and grab President Trump’s attention: A vast horde of migrants was making its way through Mexico toward the United States, and no one was stopping them."	"The coverage tends to play on the fears that hiding among mass groups of immigrants are criminals, vectors of disease and terrorists."	"11"	"The New York Times"	"2018-04-04T23:19:44+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/7caca856-fff2-5979-8f1e-d4a418c3ab40"	1257	"nyt://article/7caca856-fff2-5979-8f1e-d4a418c3ab40"	"‘You Hate America!’: How the ‘Caravan’ Story Exploded on the Right"	NA	NA	"How the ‘Caravan’ Story  Exploded on the Right"	NA	NA	NA	"By Jeremy W. Peters"	NA	1459	370	44
"380"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/09/25/opinion/syria-idlib-refugees-turkey-war-erdogan-putin-assad.html"	"If the agreement between Turkey and Russia that delayed an assault on the Syrian province of Idlib fails, Turkey and Europe will face a new wave of refugees and renewed threats of terrorist attacks."	"ISTANBUL — On Sept. 17, President Recep Tayyip Erdogan of Turkey struck a deal with President Vladimir Putin of Russia to delay an all-out assault on Idlib, the last rebel stronghold in Syria, where three million people live and which shares a long border with Turkey. Mr. Erdogan and Mr. Putin agreed to establish a demilitarized zone nine to 12 miles deep between the rebels and the forces of President Bashar al-Assad of Syria."	"If the agreement between Turkey and Russia that delayed an assault on the Syrian province of Idlib fails, Turkey and Europe will face a new wave of refugees and renewed threats of terrorist attacks."	NA	"The New York Times"	"2018-09-25T05:00:04+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/7d8f62e8-1fd4-5086-a6a3-39e13e30125b"	880	"nyt://article/7d8f62e8-1fd4-5086-a6a3-39e13e30125b"	"Turkey Stands Between Europe and the Next Refugee Crisis"	NA	NA	NA	NA	NA	NA	"By Sebnem Koser Akcapar"	NA	1459	370	44
"381"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/04/us/politics/caravan-conservative-media-immigration.html"	"The coverage tends to play on the fears that hiding among mass groups of immigrants are criminals, vectors of disease and terrorists."	"WASHINGTON — It was the kind of story destined to take a dark turn through the conservative news media and grab President Trump’s attention: A vast horde of migrants was making its way through Mexico toward the United States, and no one was stopping them."	"The coverage tends to play on the fears that hiding among mass groups of immigrants are criminals, vectors of disease and terrorists."	"11"	"The New York Times"	"2018-04-04T23:19:44+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/7caca856-fff2-5979-8f1e-d4a418c3ab40"	1257	"nyt://article/7caca856-fff2-5979-8f1e-d4a418c3ab40"	"‘You Hate America!’: How the ‘Caravan’ Story Exploded on the Right"	NA	NA	"How the ‘Caravan’ Story  Exploded on the Right"	NA	NA	NA	"By Jeremy W. Peters"	NA	1459	380	68
"382"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/02/us/politics/trump-immigration-mexico-daca.html"	"President Trump has begun a new push for legislation to crack down on illegal immigration and make it more difficult to obtain refuge in the United States, White House officials said Monday."	"WASHINGTON — President Trump has begun a new push for legislation to crack down on illegal immigration and make it more difficult to obtain refuge in the United States, White House officials said Monday, arguing that lax laws have drawn a flood of migrants to the country’s borders."	"President Trump has begun a new push for legislation to crack down on illegal immigration and make it more difficult to obtain refuge in the United States, White House officials said Monday."	"1"	"The New York Times"	"2018-04-02T12:00:44+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/2f9d80fb-439a-5798-8a68-9b9752c62d1b"	1518	"nyt://article/2f9d80fb-439a-5798-8a68-9b9752c62d1b"	"Trump’s Immigration Tweets Followed by Policy Plans to Match"	NA	NA	"Trump Returns To a Hard Line On Immigrants"	NA	NA	NA	"By Julie Hirschfeld Davis"	NA	1459	380	68
"383"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/03/18/learning/learning-with-new-zealand-attack-quick-action-near-miss-and-courage-in-christchurch.html"	"How have New Zealanders responded to the attacks at two mosques in Christchurch on Friday?"	"Before reading the article: "	"How have New Zealanders responded to the attacks at two mosques in Christchurch on Friday?"	NA	"The New York Times"	"2019-03-18T08:00:00+0000"	"article"	"Learning"	"The Learning Network"	NA	"News"	"nyt://article/7df30ca4-4228-5a01-9830-f1f986034c42"	759	"nyt://article/7df30ca4-4228-5a01-9830-f1f986034c42"	"Learning With: ‘New Zealand Attack: Quick Action, Near Miss and Courage in Christchurch’"	"Article of the Day"	NA	NA	NA	NA	NA	"By Shannon Doyne"	NA	1459	380	68
"384"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/01/10/us/politics/on-politics-shutdown-democrats-republicans.html"	"In the On Politics newsletter, a look at why both sides may be hesitant to reach a deal on the shutdown. Plus, fact-checking the president’s border talk and an update on Kamala Harris."	"Hi. Welcome to On Politics, your guide to the day in national politics. I’m Lisa Lerer, your host."	"In the On Politics newsletter, a look at why both sides may be hesitant to reach a deal on the shutdown. Plus, fact-checking the president’s border talk and an update on Kamala Harris."	NA	"The New York Times"	"2019-01-10T23:34:24+0000"	"article"	"Politics"	"U.S."	"Politics"	"News"	"nyt://article/f27ce5db-034e-5476-a278-ddd46c74daed"	1897	"nyt://article/f27ce5db-034e-5476-a278-ddd46c74daed"	"The Political Benefits of Shutting It Down"	"On Politics With Lisa Lerer"	NA	"Evening Edition"	NA	NA	NA	"By Lisa Lerer"	NA	1459	380	68
"385"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/12/22/opinion/muslim-christian-trump-supporters.html"	"In Catholic school, I learned about compassion. Some Christians must have missed that part. "	"At Bellarmine, an all-boys Catholic school in San Jose, Calif., I was often the token Muslim and probably the only person who began freshman year thinking the Eucharist sounded like the name of a comic book villain. I eventually learned it’s a ritual commemorating the Last Supper. At the monthly Masses that were part of the curriculum, that meant grape juice and stale wafers were offered to pimpled, dorky teenagers as the blood and body of Christ."	"In Catholic school, I learned about compassion. Some Christians must have missed that part. "	NA	"The New York Times"	"2018-12-22T16:04:12+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/3018153d-8d11-50b2-93da-1b3bac6acaa0"	1055	"nyt://article/3018153d-8d11-50b2-93da-1b3bac6acaa0"	"What a Muslim Could Teach Trump Supporters About Jesus "	NA	NA	NA	NA	NA	NA	"By Wajahat Ali"	NA	1459	380	68
"386"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/22/opinion/trump-european-nationalists-viktor-orban.html"	"Vermin “infest,” not humans. Trump’s dehumanization of immigrants repudiates America’s essence."	"ATHENS — President Trump, in concert with several European leaders, including those of Hungary, Poland, Austria and Italy, is intent on dehumanizing immigrants and refugees. The aim is to equate them with terrorists and criminals ready to “infest” — Trump’s word — American and European civilization, defined as a threatened white Judeo-Christian preserve."	"Vermin “infest,” not humans. Trump’s dehumanization of immigrants repudiates America’s essence."	NA	"The New York Times"	"2018-06-23T02:09:00+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/3b8fd959-4c1b-596b-8a11-23493c8d56b6"	853	"nyt://article/3b8fd959-4c1b-596b-8a11-23493c8d56b6"	"Trump the European Nationalist Puts America Last"	"Op-Ed Columnist"	NA	NA	NA	NA	NA	"By Roger Cohen"	NA	1459	380	68
"387"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/11/08/nyregion/the-very-busy-life-of-an-immigrants-rights-priest-in-2018.html"	" Father Ruskin Piedra runs a legal aid center in Sunset Park, Brooklyn, where he fights against deportation of his clients. Work has been challenging lately. "	"Father Ruskin Piedra, 84, can often be found at the New York City Immigration Court in downtown Manhattan, where the Cuban-American priest defends people facing deportation or seeking asylum in the United States."	" Father Ruskin Piedra runs a legal aid center in Sunset Park, Brooklyn, where he fights against deportation of his clients. Work has been challenging lately. "	"1"	"The New York Times"	"2018-11-08T19:44:36+0000"	"article"	"Metropolitan"	"New York"	NA	"News"	"nyt://article/b750073e-d09c-54c1-b9b9-edf393cb386f"	1324	"nyt://article/b750073e-d09c-54c1-b9b9-edf393cb386f"	"The Very Busy Life of an Immigrants’ Rights Priest in 2018"	NA	NA	"Delivering Mass, and Immigrants"	NA	NA	NA	"By Fabrice Robinet"	NA	1459	380	68
"388"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/06/23/briefing/turkey-iran-britain.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-06-24T03:31:38+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/db89fd20-e549-5a11-a046-e5a7ba4226ab"	1581	"nyt://article/db89fd20-e549-5a11-a046-e5a7ba4226ab"	"Turkey, Iran, Britain: Your Monday Briefing"	NA	NA	NA	NA	NA	NA	"By Melina Delkic"	NA	1459	380	68
"389"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/03/28/us/border-checkpoints-mexico.html"	"In this week’s Crossing the Border newsletter, a Times reporter answers the question: “Are you an American citizen?” Again and again and again."	"Welcome to Crossing the Border, a limited-run weekly newsletter from The New York Times. Like what you see? Send this to a friend. If someone forwarded it to you, sign up here to have the next issue delivered to your inbox."	"In this week’s Crossing the Border newsletter, a Times reporter answers the question: “Are you an American citizen?” Again and again and again."	"2"	"The New York Times"	"2019-03-28T15:01:01+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/9ab872bc-90aa-54f3-92dc-c48600afb549"	1348	"nyt://article/9ab872bc-90aa-54f3-92dc-c48600afb549"	"This Is America. Do You Belong Here? Navigating the Checkpoints of the Southwest Border"	NA	NA	"Navigating Checkpoints at the Border"	NA	NA	NA	"By The New York Times"	"The New York Times"	1459	380	68
"390"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/22/briefing/rohingya-italian-government-brazil-fires.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-08-23T02:55:57+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/e9ed2e91-030c-5d6f-8c29-e9cb2c037513"	1423	"nyt://article/e9ed2e91-030c-5d6f-8c29-e9cb2c037513"	"Rohingya, Italy, Brazil Fires: Your Friday Briefing"	NA	NA	NA	NA	NA	NA	"By Melina Delkic"	NA	1459	380	68
"391"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/07/11/briefing/british-tanker-parliament.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-07-12T03:15:00+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/0f1472bc-7af0-5a7c-9940-37f9af93f9cd"	1606	"nyt://article/0f1472bc-7af0-5a7c-9940-37f9af93f9cd"	"British Tanker, Parliament, Russia: Your Friday Briefing"	NA	NA	NA	NA	NA	NA	"By Melina Delkic"	NA	1459	390	41
"392"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/08/22/briefing/rohingya-italian-government-brazil-fires.html"	"Here’s what you need to know."	"(Want to get this briefing by email? Here’s the sign-up.)"	"Here’s what you need to know."	NA	"The New York Times"	"2019-08-23T02:55:57+0000"	"article"	"NYTNow"	"Briefing"	NA	"briefing"	"nyt://article/e9ed2e91-030c-5d6f-8c29-e9cb2c037513"	1423	"nyt://article/e9ed2e91-030c-5d6f-8c29-e9cb2c037513"	"Rohingya, Italy, Brazil Fires: Your Friday Briefing"	NA	NA	NA	NA	NA	NA	"By Melina Delkic"	NA	1459	390	41
"393"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2019/04/14/us/border-patrol-recruit-texas.html"	"With decent pay, secure benefits and a certain amount of prestige, Border Patrol jobs are a middle-class mainstay in South Texas, especially for Mexican-Americans."	"[Read the latest edition of Crossing the Border,  a limited-run newsletter about life where the United States and Mexico meet. Sign up here to receive the next issue in your inbox.]"	"With decent pay, secure benefits and a certain amount of prestige, Border Patrol jobs are a middle-class mainstay in South Texas, especially for Mexican-Americans."	"11"	"The New York Times"	"2019-04-14T21:45:01+0000"	"article"	"National"	"U.S."	NA	"News"	"nyt://article/3c085be2-adc4-5df6-9b10-8b4b4c5bb01e"	1567	"nyt://article/3c085be2-adc4-5df6-9b10-8b4b4c5bb01e"	"In the Rio Grande Valley, the Border Patrol Is the ‘Go-To Job’"	NA	NA	"In South Texas, Path to Middle Class Starts With Border Job"	NA	NA	NA	"By Mitchell Ferman and Manny Fernandez"	NA	1459	390	41
"394"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/04/30/world/americas/mexico-migrants-caravan-asylum-seekers.html"	"Border officials had said they lacked capacity to process any of the 200 asylum seekers, but late Monday they allowed eight people to file claims."	"TIJUANA, Mexico — Several members of the Latin American migrant caravan that has enraged President Trump were allowed to step onto United States territory to apply for asylum late Monday, ending a border standoff that had lasted more than a day and marking the beginning of the final chapter of the group’s monthlong odyssey."	"Border officials had said they lacked capacity to process any of the 200 asylum seekers, but late Monday they allowed eight people to file claims."	"12"	"The New York Times"	"2018-04-30T22:56:10+0000"	"article"	"Foreign"	"World"	"Americas"	"News"	"nyt://article/c58343ed-6434-57f6-a298-8b5521750670"	1292	"nyt://article/c58343ed-6434-57f6-a298-8b5521750670"	"U.S. Lets a Few Members of a Migrant Caravan Apply for Asylum"	NA	NA	"Border Standoff Eases As U.S. Officials Allow Eight to Seek Asylum"	NA	NA	NA	"By Kirk Semple"	NA	1459	390	41
"395"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/24/world/europe/migrant-ship-mediterranean.html"	"The Italian interior minister referred to those on board the MV Lifeline as “human meat,” prompting an outcry."	"For the second time this month, the authorities in Italy and Malta are refusing to allow a rescue ship with hundreds of migrants aboard to dock in their ports."	"The Italian interior minister referred to those on board the MV Lifeline as “human meat,” prompting an outcry."	"8"	"The New York Times"	"2018-06-24T22:16:02+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/19d6967e-a114-50b3-acf1-20a8828e92e5"	701	"nyt://article/19d6967e-a114-50b3-acf1-20a8828e92e5"	"Italy and Malta Block Another Rescue Ship Carrying Migrants"	NA	NA	"Italy and Malta Reject Migrants Rescued at Sea"	NA	NA	NA	"By Megan Specia"	NA	1459	390	41
"396"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/10/23/learning/learning-with-migrant-caravan-continues-north-defying-mexico-and-us.html"	"How has President Trump responded to this current caravan? How is he using it as a campaign issue before the midterm elections?"	"Before reading the article: "	"How has President Trump responded to this current caravan? How is he using it as a campaign issue before the midterm elections?"	NA	"The New York Times"	"2018-10-23T08:00:01+0000"	"article"	"Learning"	"The Learning Network"	NA	"News"	"nyt://article/2228433b-afa9-5eff-a0b7-dcd110ec36cc"	607	"nyt://article/2228433b-afa9-5eff-a0b7-dcd110ec36cc"	"Learning With: ‘Migrant Caravan Continues North, Defying Mexico and U.S.’"	"Article of the Day"	NA	NA	NA	NA	NA	"By Michael Gonchar"	NA	1459	390	41
"397"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/07/27/world/europe/swedish-protest-afghan-deportation-policy.html"	"Elin Ersson’s live-streamed protest against the deportation of an Afghan asylum seeker focused attention on the forced return of asylum seekers."	"OSTERSUND, Sweden — When she boarded the plane, Elin Ersson had no intention of flying. Her goal was to ensure another passenger disembarked to avoid what she feared would be his certain death."	"Elin Ersson’s live-streamed protest against the deportation of an Afghan asylum seeker focused attention on the forced return of asylum seekers."	"6"	"The New York Times"	"2018-07-27T22:35:58+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/982774db-3383-5593-8797-498d4852d815"	1164	"nyt://article/982774db-3383-5593-8797-498d4852d815"	"Act of Defiance Casts Harsh Light on Europe’s Deportations of Asylum Seekers"	NA	NA	"Act of Defiance, Caught on Tape, Stirs a Debate on Deportation"	NA	NA	NA	"By Christina Anderson and Megan Specia"	NA	1459	390	41
"398"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/28/opinion/immigration-el-paso.html"	"Presidential fearmongering is hurting the city’s efforts to build a prosperous border."	"EL PASO — To hear it from the White House, America’s southern border is a war zone. Things look a lot different up close. Here in El Paso, local governments collaborate closely with federal agencies in the United States and Mexico to ensure that our ports of entry — bridges connecting the two countries — can effectively and safely move more than 10 million people and $90 billion in trade back and forth each year."	"Presidential fearmongering is hurting the city’s efforts to build a prosperous border."	"27"	"The New York Times"	"2018-06-28T10:00:04+0000"	"article"	"OpEd"	"Opinion"	NA	"Op-Ed"	"nyt://article/2c811a6e-e328-550d-a315-6640bde6dfd1"	1014	"nyt://article/2c811a6e-e328-550d-a315-6640bde6dfd1"	"There Is No Immigration Crisis in El Paso"	NA	NA	"A Wall Is Just the Beginning"	NA	NA	NA	"By Veronica Escobar"	NA	1459	390	41
"399"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/08/01/us/politics/trump-refugees-reduction.html"	"Under one proposal, no more than 25,000 refugees could be resettled in the United States next year, a cut of more than 40 percent from this year’s limit."	"WASHINGTON — The White House is considering a second sharp reduction in the number of refugees who can be resettled in the United States, picking up where President Trump left off in 2017 in scaling back a program intended to offer protection to the world’s most vulnerable people, according to two former government officials and another person familiar with the talks."	"Under one proposal, no more than 25,000 refugees could be resettled in the United States next year, a cut of more than 40 percent from this year’s limit."	"17"	"The New York Times"	"2018-08-01T09:00:04+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/0f80aff6-5672-566d-857f-75efc8a65f6e"	1638	"nyt://article/0f80aff6-5672-566d-857f-75efc8a65f6e"	"White House Weighs Another Reduction in Refugees Admitted to U.S."	NA	NA	"White House Considers Another Big Reduction In the Flow of Refugees"	NA	NA	NA	"By Julie Hirschfeld Davis"	NA	1459	390	41
"400"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/26/us/politics/family-separations-congress-states.html"	"An injunction, issued by Judge Dana M. Sabraw of the Federal District Court in San Diego, also ordered that all families already separated be reunited within 30 days."	"WASHINGTON — A federal judge in California issued a nationwide injunction late Tuesday temporarily stopping the Trump administration from separating children from their parents at the border and ordered that all families already separated be reunited within 30 days."	"An injunction, issued by Judge Dana M. Sabraw of the Federal District Court in San Diego, also ordered that all families already separated be reunited within 30 days."	"15"	"The New York Times"	"2018-06-27T00:23:20+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/5e4b27b6-2e16-5c2b-b433-8a1f4bec2177"	1897	"nyt://article/5e4b27b6-2e16-5c2b-b433-8a1f4bec2177"	"Federal Judge in California Halts Splitting of Migrant Families at Border"	NA	NA	"Federal Judge in California Halts Splitting of Migrant Families at Border"	NA	NA	NA	"By Michael D. Shear, Julie Hirschfeld Davis, Thomas Kaplan and Robert Pear"	NA	1459	390	41
"401"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/08/01/us/politics/trump-refugees-reduction.html"	"Under one proposal, no more than 25,000 refugees could be resettled in the United States next year, a cut of more than 40 percent from this year’s limit."	"WASHINGTON — The White House is considering a second sharp reduction in the number of refugees who can be resettled in the United States, picking up where President Trump left off in 2017 in scaling back a program intended to offer protection to the world’s most vulnerable people, according to two former government officials and another person familiar with the talks."	"Under one proposal, no more than 25,000 refugees could be resettled in the United States next year, a cut of more than 40 percent from this year’s limit."	"17"	"The New York Times"	"2018-08-01T09:00:04+0000"	"article"	"Washington"	"U.S."	"Politics"	"News"	"nyt://article/0f80aff6-5672-566d-857f-75efc8a65f6e"	1638	"nyt://article/0f80aff6-5672-566d-857f-75efc8a65f6e"	"White House Weighs Another Reduction in Refugees Admitted to U.S."	NA	NA	"White House Considers Another Big Reduction In the Flow of Refugees"	NA	NA	NA	"By Julie Hirschfeld Davis"	NA	1459	400	83
"402"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/06/08/world/europe/germany-susanna-murder-migration.html"	"The case comes on top of a deepening scandal and calls for a full-blown parliamentary investigation over the government’s handling of asylum applications."	"It was a gruesome murder: A 14-year-old girl was raped and strangled, her body buried under brushwood in a secluded area near the railway tracks near her hometown in western Germany."	"The case comes on top of a deepening scandal and calls for a full-blown parliamentary investigation over the government’s handling of asylum applications."	NA	"The New York Times"	"2018-06-08T20:33:10+0000"	"article"	"Foreign"	"World"	"Europe"	"News"	"nyt://article/d87b6821-240d-53a2-afbc-dae5e90f7e2a"	1200	"nyt://article/d87b6821-240d-53a2-afbc-dae5e90f7e2a"	"A Girl’s Killing Shakes Germany’s Migration Debate"	NA	NA	NA	NA	NA	NA	"By Katrin Bennhold"	NA	1459	400	83
"403"	"OK"	"Copyright (c) 2019 The New York Times Company. All Rights Reserved."	"https://www.nytimes.com/2018/08/25/world/africa/niger-migration-crisis.html"	"Niger has been well paid for drastically reducing the number of African migrants using the country as a conduit to Europe. But the effort has hurt parts of the economy and raised security concerns."	"DIRKOU, Niger — The heavily armed troops are positioned around oases in Niger’s vast northern desert, where temperatures routinely climb beyond 100 degrees."	"Niger has been well paid for drastically reducing the number of African migrants using the country as a conduit to Europe. But the effort has hurt parts of the economy and raised security concerns."	"12"	"The New York Times"	"2018-08-25T15:51:03+0000"	"article"	"Foreign"	"World"	"Africa"	"News"	"nyt://article/c32824d5-68f9-59dc-b969-e1153cee9654"	1547	"nyt://article/c32824d5-68f9-59dc-b969-e1153cee9654"	"Europe Benefits by Bankrolling an Anti-Migrant Effort. Niger Pays a Price."	NA	NA	"E.U. Bankrolled Effort. Niger Pays the Price."	NA	NA	NA	"Photographs and Text by Joe Penney"	NA	1459	400	83
